DBP0000230,CGM_DDB_JAKOB,2005-12-07 16:07:09,2016-06-08 06:53:03
DBP0000231,CGM_DDB_JAKOB,2006-01-16 17:37:21,2013-05-28 13:55:13
DBP0000232,CGM_DDB_JAKOB,2006-01-19 10:12:41,2013-05-24 13:40:13
DBP0000233,CGM_DDB_JAKOB,2006-01-19 09:01:40,2013-05-28 13:56:42
DBP0000234,CGM_DDB_JAKOB,2006-01-19 09:57:37,2013-05-28 13:54:39
DBP0000235,CGM_DDB_JAKOB,2006-01-19 09:16:39,2013-05-28 13:57:36
DBP0000236,CGM_DDB_JAKOB,2006-01-19 09:35:27,2013-05-28 13:54:05
DBP0000237,CGM_DDB_JAKOB,2006-01-19 09:48:19,2013-05-28 13:52:46
DBP0000238,CGM_DDB_JAKOB,2006-01-19 09:47:37,2013-05-28 13:52:13
DBP0000239,CGM_DDB_JAKOB,2005-12-08 14:22:01,2008-09-11 10:43:49
DBP0000240,CGM_DDB_JAKOB,2006-01-17 17:33:48,2013-05-28 13:55:45
DBP0000241,CGM_DDB_JAKOB,2006-02-02 12:26:15,2012-11-19 23:04:50
